customer_id,name,age,gender,phone_number,city,building_name,address_landmark,loyalty_tier,loyalty_points,device_preference,total_spend,items_purchased,average_rating,days_since_last_purchase,satisfaction,purchase_history
111,Karan Desai,32,Male,9000000010,Vadodara,,,Bronze,678,mobile,30749.3,6,3.8,34,Unsatisfied,"[{'order_id': 'ORD000370', 'sku': 'SKU000343', 'qty': 3, 'amount': 3420.0, 'date': '2025-11-28', 'rating': 4.5}, {'order_id': 'ORD000370', 'sku': 'SKU000283', 'qty': 2, 'amount': 8164.48, 'date': '2025-11-28', 'rating': 3.9}, {'order_id': 'ORD000370', 'sku': 'SKU000062', 'qty': 3, 'amount': 6727.08, 'date': '2025-11-28', 'rating': 3.5}, {'order_id': 'ORD000370', 'sku': 'SKU000606', 'qty': 2, 'amount': 2880.0, 'date': '2025-11-28', 'rating': 4.5}, {'order_id': 'ORD000436', 'sku': 'SKU000588', 'qty': 1, 'amount': 1930.0, 'date': '2025-12-06', 'rating': 4.7}, {'order_id': 'ORD000436', 'sku': 'SKU000190', 'qty': 2, 'amount': 7627.74, 'date': '2025-12-06', 'rating': 4.6}]"
112,Sara Desai,36,Female,9000000011,Srinagar,,,Bronze,254,web,16106.82,4,3.2,20,Neutral,"[{'order_id': 'ORD000661', 'sku': 'SKU000419', 'qty': 3, 'amount': 6840.0, 'date': '2025-11-30', 'rating': 3.3}, {'order_id': 'ORD000661', 'sku': 'SKU000123', 'qty': 1, 'amount': 2866.23, 'date': '2025-11-30', 'rating': 4.3}, {'order_id': 'ORD000661', 'sku': 'SKU000156', 'qty': 2, 'amount': 4134.6, 'date': '2025-11-30', 'rating': 4.5}, {'order_id': 'ORD000661', 'sku': 'SKU000167', 'qty': 3, 'amount': 2265.9900000000002, 'date': '2025-11-30', 'rating': 4.3}]"
113,Riya Mehta,30,Female,9000000012,Agra,,,Silver,2387,web,47954.85,10,4.3,21,Satisfied,"[{'order_id': 'ORD000153', 'sku': 'SKU000568', 'qty': 3, 'amount': 9240.0, 'date': '2025-11-11', 'rating': 3.4}, {'order_id': 'ORD000210', 'sku': 'SKU000171', 'qty': 1, 'amount': 3918.71, 'date': '2025-11-24', 'rating': 3.0}, {'order_id': 'ORD000210', 'sku': 'SKU000403', 'qty': 2, 'amount': 2320.0, 'date': '2025-11-24', 'rating': 4.1}, {'order_id': 'ORD000390', 'sku': 'SKU000106', 'qty': 2, 'amount': 7231.72, 'date': '2025-11-08', 'rating': 3.5}, {'order_id': 'ORD000390', 'sku': 'SKU000581', 'qty': 2, 'amount': 2160.0, 'date': '2025-11-08', 'rating': 3.4}, {'order_id': 'ORD000404', 'sku': 'SKU000442', 'qty': 2, 'amount': 3380.0, 'date': '2025-11-26', 'rating': 3.2}, {'order_id': 'ORD000866', 'sku': 'SKU000210', 'qty': 3, 'amount': 3245.2200000000003, 'date': '2025-11-24', 'rating': 4.9}, {'order_id': 'ORD000866', 'sku': 'SKU000343', 'qty': 3, 'amount': 3420.0, 'date': '2025-11-24', 'rating': 4.5}, {'order_id': 'ORD000866', 'sku': 'SKU000197', 'qty': 2, 'amount': 7789.2, 'date': '2025-11-24', 'rating': 3.0}, {'order_id': 'ORD000866', 'sku': 'SKU000538', 'qty': 3, 'amount': 5250.0, 'date': '2025-11-24', 'rating': 3.1}]"
114,Krishna Joshi,33,Male,9000000013,Jabalpur,,,Bronze,386,kiosk,27643.96,9,4.4,15,Satisfied,"[{'order_id': 'ORD000305', 'sku': 'SKU000303', 'qty': 1, 'amount': 3092.56, 'date': '2025-11-10', 'rating': 4.2}, {'order_id': 'ORD000358', 'sku': 'SKU000403', 'qty': 3, 'amount': 3480.0, 'date': '2025-12-03', 'rating': 4.1}, {'order_id': 'ORD000358', 'sku': 'SKU000722', 'qty': 1, 'amount': 1050.0, 'date': '2025-12-03', 'rating': 4.5}, {'order_id': 'ORD000358', 'sku': 'SKU000056', 'qty': 2, 'amount': 2867.66, 'date': '2025-12-03', 'rating': 3.2}, {'order_id': 'ORD000358', 'sku': 'SKU000512', 'qty': 3, 'amount': 3660.0, 'date': '2025-12-03', 'rating': 3.5}, {'order_id': 'ORD000486', 'sku': 'SKU000457', 'qty': 3, 'amount': 5940.0, 'date': '2025-11-24', 'rating': 3.9}, {'order_id': 'ORD000486', 'sku': 'SKU000781', 'qty': 2, 'amount': 3420.0, 'date': '2025-11-24', 'rating': 4.2}, {'order_id': 'ORD000486', 'sku': 'SKU000076', 'qty': 2, 'amount': 2793.74, 'date': '2025-11-24', 'rating': 4.0}, {'order_id': 'ORD000486', 'sku': 'SKU000831', 'qty': 1, 'amount': 1340.0, 'date': '2025-11-24', 'rating': 3.1}]"
115,Isha Joshi,42,Female,9000000014,Jaipur,,,Bronze,88,mobile,530.4,9,3.5,38,Unsatisfied,"[{'order_id': 'ORD853948', 'sku': 'SKU-1053', 'qty': 1, 'amount': 530.4, 'date': '2025-01-22', 'rating': 4.2}]"
116,Kunal Singh,29,Male,9000000015,Mumbai,,,Silver,1288,kiosk,17272.18,5,4.9,11,Satisfied,"[{'order_id': 'ORD000411', 'sku': 'SKU000346', 'qty': 2, 'amount': 2480.0, 'date': '2025-12-05', 'rating': 4.2}, {'order_id': 'ORD000411', 'sku': 'SKU000401', 'qty': 3, 'amount': 2640.0, 'date': '2025-12-05', 'rating': 4.4}, {'order_id': 'ORD000517', 'sku': 'SKU000225', 'qty': 1, 'amount': 4352.18, 'date': '2025-11-10', 'rating': 4.4}, {'order_id': 'ORD000517', 'sku': 'SKU000371', 'qty': 3, 'amount': 3420.0, 'date': '2025-11-10', 'rating': 4.9}, {'order_id': 'ORD000517', 'sku': 'SKU000360', 'qty': 3, 'amount': 4380.0, 'date': '2025-11-10', 'rating': 3.6}]"
117,Rohit Gupta,26,Male,9000000016,Meerut,,,Bronze,623,kiosk,26253.56,6,3.7,48,Unsatisfied,"[{'order_id': 'ORD000139', 'sku': 'SKU000060', 'qty': 1, 'amount': 3659.76, 'date': '2025-12-01', 'rating': 4.0}, {'order_id': 'ORD000139', 'sku': 'SKU000424', 'qty': 1, 'amount': 1080.0, 'date': '2025-12-01', 'rating': 4.2}, {'order_id': 'ORD000139', 'sku': 'SKU000367', 'qty': 3, 'amount': 5790.0, 'date': '2025-12-01', 'rating': 4.6}, {'order_id': 'ORD000843', 'sku': 'SKU000423', 'qty': 1, 'amount': 950.0, 'date': '2025-12-02', 'rating': 4.5}, {'order_id': 'ORD000843', 'sku': 'SKU000626', 'qty': 3, 'amount': 3090.0, 'date': '2025-12-02', 'rating': 4.5}, {'order_id': 'ORD000843', 'sku': 'SKU000197', 'qty': 3, 'amount': 11683.8, 'date': '2025-12-02', 'rating': 3.0}]"
118,Aanya Mehta,38,Female,9000000017,Prayagraj,,,Bronze,276,mobile,6950.0,4,3.0,25,Neutral,"[{'order_id': 'ORD000067', 'sku': 'SKU000403', 'qty': 1, 'amount': 1160.0, 'date': '2025-11-11', 'rating': 4.1}, {'order_id': 'ORD000067', 'sku': 'SKU000896', 'qty': 1, 'amount': 1940.0, 'date': '2025-11-11', 'rating': 3.9}, {'order_id': 'ORD000067', 'sku': 'SKU000504', 'qty': 2, 'amount': 2680.0, 'date': '2025-11-11', 'rating': 3.4}, {'order_id': 'ORD000180', 'sku': 'SKU000711', 'qty': 1, 'amount': 1170.0, 'date': '2025-11-17', 'rating': 3.8}]"
119,Deepa Verma,32,Female,9000000018,Nagpur,,,Silver,1783,mobile,20826.02,3,4.7,29,Satisfied,"[{'order_id': 'ORD000351', 'sku': 'SKU000146', 'qty': 3, 'amount': 11713.95, 'date': '2025-11-28', 'rating': 4.9}, {'order_id': 'ORD000641', 'sku': 'SKU000002', 'qty': 3, 'amount': 5133.15, 'date': '2025-11-25', 'rating': 4.4}, {'order_id': 'ORD000641', 'sku': 'SKU000193', 'qty': 1, 'amount': 3978.92, 'date': '2025-11-25', 'rating': 4.4}]"
120,Vikram Joshi,34,Male,9000000019,Mumbai,,,Bronze,798,mobile,55438.79,9,4.0,16,Neutral,"[{'order_id': 'ORD000070', 'sku': 'SKU000118', 'qty': 1, 'amount': 2621.71, 'date': '2025-11-08', 'rating': 4.0}, {'order_id': 'ORD000151', 'sku': 'SKU000725', 'qty': 3, 'amount': 3810.0, 'date': '2025-11-17', 'rating': 4.1}, {'order_id': 'ORD000151', 'sku': 'SKU000057', 'qty': 3, 'amount': 14784.51, 'date': '2025-11-17', 'rating': 3.3}, {'order_id': 'ORD000701', 'sku': 'SKU000849', 'qty': 2, 'amount': 6420.0, 'date': '2025-11-08', 'rating': 3.4}, {'order_id': 'ORD000784', 'sku': 'SKU000074', 'qty': 3, 'amount': 7295.49, 'date': '2025-11-11', 'rating': 4.1}, {'order_id': 'ORD000784', 'sku': 'SKU000741', 'qty': 3, 'amount': 4320.0, 'date': '2025-11-11', 'rating': 4.9}, {'order_id': 'ORD000832', 'sku': 'SKU000810', 'qty': 3, 'amount': 6990.0, 'date': '2025-11-08', 'rating': 3.1}, {'order_id': 'ORD000832', 'sku': 'SKU000600', 'qty': 3, 'amount': 7230.0, 'date': '2025-11-08', 'rating': 3.4}, {'order_id': 'ORD000832', 'sku': 'SKU000012', 'qty': 1, 'amount': 1967.08, 'date': '2025-11-08', 'rating': 3.0}]"
121,Kavya Joshi,43,Female,9000000020,Gwalior,,,Bronze,155,web,12352.76,4,3.3,41,Unsatisfied,"[{'order_id': 'ORD000224', 'sku': 'SKU000194', 'qty': 1, 'amount': 3429.54, 'date': '2025-11-11', 'rating': 3.2}, {'order_id': 'ORD000224', 'sku': 'SKU000705', 'qty': 3, 'amount': 3180.0, 'date': '2025-11-11', 'rating': 4.3}, {'order_id': 'ORD000547', 'sku': 'SKU000211', 'qty': 1, 'amount': 3076.94, 'date': '2025-11-10', 'rating': 4.6}, {'order_id': 'ORD000547', 'sku': 'SKU000277', 'qty': 1, 'amount': 2666.28, 'date': '2025-11-10', 'rating': 4.9}]"
122,Samir Mehta,30,Male,9000000021,Delhi,,,Silver,2086,web,25584.2,5,4.8,13,Satisfied,"[{'order_id': 'ORD000174', 'sku': 'SKU000253', 'qty': 1, 'amount': 1520.92, 'date': '2025-11-15', 'rating': 4.9}, {'order_id': 'ORD000174', 'sku': 'SKU000001', 'qty': 3, 'amount': 14702.61, 'date': '2025-11-15', 'rating': 3.0}, {'order_id': 'ORD000252', 'sku': 'SKU000738', 'qty': 2, 'amount': 2300.0, 'date': '2025-11-15', 'rating': 3.7}, {'order_id': 'ORD000619', 'sku': 'SKU000002', 'qty': 1, 'amount': 1711.05, 'date': '2025-11-23', 'rating': 4.4}, {'order_id': 'ORD000619', 'sku': 'SKU000086', 'qty': 2, 'amount': 5349.62, 'date': '2025-11-23', 'rating': 3.6}]"
123,Kunal Patel,27,Male,9000000022,Coimbatore,,,Bronze,324,mobile,72903.96,13,4.1,54,Unsatisfied,"[{'order_id': 'ORD000111', 'sku': 'SKU000568', 'qty': 1, 'amount': 3080.0, 'date': '2025-11-17', 'rating': 3.4}, {'order_id': 'ORD000111', 'sku': 'SKU000604', 'qty': 1, 'amount': 1080.0, 'date': '2025-11-17', 'rating': 3.8}, {'order_id': 'ORD000111', 'sku': 'SKU000804', 'qty': 1, 'amount': 2060.0, 'date': '2025-11-17', 'rating': 4.4}, {'order_id': 'ORD000111', 'sku': 'SKU000651', 'qty': 2, 'amount': 4260.0, 'date': '2025-11-17', 'rating': 4.0}, {'order_id': 'ORD000206', 'sku': 'SKU000658', 'qty': 2, 'amount': 4020.0, 'date': '2025-11-20', 'rating': 4.2}, {'order_id': 'ORD000206', 'sku': 'SKU000096', 'qty': 3, 'amount': 8492.880000000001, 'date': '2025-11-20', 'rating': 3.0}, {'order_id': 'ORD000206', 'sku': 'SKU000140', 'qty': 3, 'amount': 14808.54, 'date': '2025-11-20', 'rating': 4.1}, {'order_id': 'ORD000206', 'sku': 'SKU000800', 'qty': 3, 'amount': 6030.0, 'date': '2025-11-20', 'rating': 4.4}, {'order_id': 'ORD000505', 'sku': 'SKU000714', 'qty': 2, 'amount': 2560.0, 'date': '2025-11-25', 'rating': 3.1}, {'order_id': 'ORD000821', 'sku': 'SKU000052', 'qty': 2, 'amount': 8351.24, 'date': '2025-12-04', 'rating': 4.0}, {'order_id': 'ORD000821', 'sku': 'SKU000439', 'qty': 2, 'amount': 2400.0, 'date': '2025-12-04', 'rating': 4.9}, {'order_id': 'ORD000821', 'sku': 'SKU000275', 'qty': 2, 'amount': 5142.74, 'date': '2025-12-04', 'rating': 4.6}, {'order_id': 'ORD000821', 'sku': 'SKU000134', 'qty': 3, 'amount': 10618.56, 'date': '2025-12-04', 'rating': 4.2}]"
124,Riya Gupta,37,Female,9000000023,Aurangabad,,,Bronze,123,kiosk,18939.93,5,3.4,23,Neutral,"[{'order_id': 'ORD000607', 'sku': 'SKU000276', 'qty': 3, 'amount': 6819.93, 'date': '2025-11-10', 'rating': 4.4}, {'order_id': 'ORD000840', 'sku': 'SKU000496', 'qty': 2, 'amount': 3520.0, 'date': '2025-11-25', 'rating': 3.7}, {'order_id': 'ORD000840', 'sku': 'SKU000466', 'qty': 2, 'amount': 3500.0, 'date': '2025-11-25', 'rating': 3.6}, {'order_id': 'ORD000840', 'sku': 'SKU000793', 'qty': 2, 'amount': 3060.0, 'date': '2025-11-25', 'rating': 3.4}, {'order_id': 'ORD000840', 'sku': 'SKU000825', 'qty': 1, 'amount': 2040.0, 'date': '2025-11-25', 'rating': 3.3}]"
125,Neha Joshi,31,Female,9000000024,Nagpur,,,Silver,1044,kiosk,27490.43,6,4.6,27,Satisfied,"[{'order_id': 'ORD000256', 'sku': 'SKU000229', 'qty': 1, 'amount': 4861.39, 'date': '2025-11-26', 'rating': 3.3}, {'order_id': 'ORD000617', 'sku': 'SKU000134', 'qty': 2, 'amount': 7079.04, 'date': '2025-11-29', 'rating': 4.2}, {'order_id': 'ORD000824', 'sku': 'SKU000599', 'qty': 3, 'amount': 3210.0, 'date': '2025-11-25', 'rating': 4.3}, {'order_id': 'ORD000824', 'sku': 'SKU000815', 'qty': 3, 'amount': 4710.0, 'date': '2025-11-25', 'rating': 4.3}, {'order_id': 'ORD000824', 'sku': 'SKU000600', 'qty': 1, 'amount': 2410.0, 'date': '2025-11-25', 'rating': 3.4}, {'order_id': 'ORD000824', 'sku': 'SKU000453', 'qty': 3, 'amount': 5220.0, 'date': '2025-11-25', 'rating': 3.1}]"
126,Kunal Gupta,35,Male,9000000025,Kanpur,,,Bronze,678,mobile,29748.74,7,4.3,13,Neutral,"[{'order_id': 'ORD000178', 'sku': 'SKU000011', 'qty': 3, 'amount': 4848.72, 'date': '2025-11-13', 'rating': 3.8}, {'order_id': 'ORD000178', 'sku': 'SKU000260', 'qty': 3, 'amount': 11596.92, 'date': '2025-11-13', 'rating': 3.2}, {'order_id': 'ORD000373', 'sku': 'SKU000605', 'qty': 2, 'amount': 2880.0, 'date': '2025-11-27', 'rating': 4.0}, {'order_id': 'ORD000373', 'sku': 'SKU000333', 'qty': 1, 'amount': 1040.0, 'date': '2025-11-27', 'rating': 3.3}, {'order_id': 'ORD000373', 'sku': 'SKU000414', 'qty': 1, 'amount': 1570.0, 'date': '2025-11-27', 'rating': 4.6}, {'order_id': 'ORD000557', 'sku': 'SKU000508', 'qty': 1, 'amount': 2730.0, 'date': '2025-11-09', 'rating': 3.3}, {'order_id': 'ORD000557', 'sku': 'SKU000166', 'qty': 2, 'amount': 5083.1, 'date': '2025-11-09', 'rating': 3.5}]"
